License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
March 06 2019,77746,Buster,Cat,Domestic Shorthair,,98115
March 06 2019,8006117,Boo,Cat,Domestic Medium Hair,Mix,98118
March 06 2019,8006118,Alex,Cat,Domestic Shorthair,Mix,98118
March 06 2019,8006119,Allen,Cat,Domestic Shorthair,Mix,98118
March 06 2019,8006122,Edgar,Cat,American Shorthair,Abyssinian,98118
March 06 2019,S117673,Lua,Cat,Domestic Shorthair,Mix,98125
March 06 2019,8006125,Bruno Meows,Cat,Russian Blue,Mix,98117
March 06 2019,S140820,Theo,Cat,Domestic Longhair,Mix,98102
March 06 2019,S140821,Fluffy,Cat,Domestic Longhair,Mix,98102
March 06 2019,8006130,Linda,Cat,American Shorthair,Mix,98117
March 06 2019,8006131,Christa,Cat,American Shorthair,Mix,98117
March 06 2019,8006132,Dietz,Cat,Domestic Shorthair,,98103
March 06 2019,8006134,Button,Cat,Domestic Shorthair,Mix,98115
March 06 2019,S127227,Kimo,Cat,Domestic Shorthair,Mix,98125
March 06 2019,73776,Fishy,Cat,Domestic Shorthair,,98118
March 06 2019,S145896,Olive,Cat,Domestic Shorthair,Mix,98103
March 06 2019,S145897,Lou,Cat,Domestic Shorthair,Mix,98103
March 06 2019,S145898,Sweetie Boy,Cat,Domestic Shorthair,Mix,98106
March 06 2019,S152508,Jiro,Cat,Domestic Shorthair,Mix,98119
March 06 2019,S152509,Scout,Cat,Domestic Medium Hair,Mix,98103
March 06 2019,77213,Sam,Cat,Domestic Shorthair,,98199
March 06 2019,S152510,Peanut,Cat,Domestic Shorthair,Mix,98103
March 06 2019,S152511,Sasha,Cat,Domestic Shorthair,Siamese,98103
March 06 2019,S152512,Pepper,Cat,Domestic Shorthair,Mix,98166
March 06 2019,S152513,Willow,Cat,Domestic Shorthair,Mix,98166
March 06 2019,S152514,Baldr,Cat,Domestic Shorthair,Mix,98105
March 07 2019,S142757,Olive,Cat,Domestic Shorthair,Mix,98109
March 07 2019,S128885,Poi,Cat,Domestic Shorthair,Mix,98136
March 07 2019,S128886,Noni,Cat,Domestic Shorthair,Mix,98136
March 07 2019,8006139,Duck,Cat,American Shorthair,Mix,98109
March 07 2019,8006140,Goose,Cat,American Shorthair,Domestic Shorthair,98109
March 07 2019,S124985,Luna,Cat,Domestic Medium Hair,Mix,98117
March 07 2019,74021,Wiley,Cat,Domestic Shorthair,,98106
March 07 2019,8006143,Newcat,Cat,Mix,Mix,98126
March 07 2019,S150363,Hawkeye,Cat,Domestic Longhair,Mix,98119
March 07 2019,S140459,Toby Nox,Cat,Domestic Shorthair,,98121
March 07 2019,S148326,Laney,Cat,Domestic Shorthair,Mix,98125
March 07 2019,S119247,Theo,Cat,Domestic Shorthair,Mix,98103
March 07 2019,8006155,Bear,Cat,Domestic Shorthair,Mix,98102
March 07 2019,S117475,Angel,Cat,Domestic Longhair,Mix,98119
March 08 2019,S142758,Aaron,Cat,Domestic Medium Hair,Mix,98116
March 08 2019,85528,Tesla,Cat,Domestic Shorthair,,98105
March 08 2019,28184,Mo Benedict,Cat,Domestic Shorthair,,98108
March 08 2019,577523,Buster,Cat,Domestic Medium Hair,,98108
March 08 2019,S141560,Ace,Cat,Domestic Medium Hair,Mix,98112
March 08 2019,S141563,Spoop,Cat,Domestic Shorthair,Mix,98112
March 08 2019,133996,Hansel,Cat,Domestic Shorthair,,98117
March 08 2019,129221,Felicity Jane,Cat,Domestic Longhair,,98106
March 08 2019,129218,Franco,Cat,Domestic Longhair,,98106
March 08 2019,142452,Pants,Cat,Domestic Shorthair,,98133
March 08 2019,73508,Baxter,Cat,Russian Blue,,98126
March 08 2019,73509,Benny,Cat,Russian Blue,,98126
March 08 2019,S148329,Finley,Cat,Domestic Medium Hair,Mix,98107
March 08 2019,S148328,Kennedy,Cat,Domestic Medium Hair,Mix,98107
March 08 2019,S148330,Jazz,Cat,Domestic Longhair,Mix,98107
March 08 2019,124001,Garnet,Cat,Domestic Shorthair,,98115
March 08 2019,S139571,Marlo,Cat,Mix,,98116
March 08 2019,129879,Jazz,Cat,Domestic Medium Hair,,98125
March 08 2019,140499,Coco,Cat,Domestic Shorthair,,98109
March 08 2019,16581,Kaze,Cat,Siamese,,98106
March 08 2019,8006166,Jake,Cat,Snowshoe,Mix,98119
March 08 2019,S127184,Winnie,Cat,Domestic Shorthair,Mix,98102
March 08 2019,133405,Trixie,Cat,Domestic Shorthair,Mix,98103
March 08 2019,140250,Tiger,Cat,Domestic Shorthair,,98199
March 08 2019,140251,Stripes,Cat,Domestic Shorthair,,98199
March 08 2019,S150364,Leroy,Cat,Domestic Shorthair,,98133
March 08 2019,S141864,Greta,Cat,Domestic Shorthair,,98146
March 08 2019,S141863,Bea,Cat,Domestic Longhair,,98146
March 08 2019,8006169,Noelle,Cat,Domestic Medium Hair,,98133
March 08 2019,134188,Melanie,Cat,LaPerm,,98105
March 08 2019,129113,Frankie,Cat,Domestic Medium Hair,,98107
March 08 2019,129317,Don Diego,Cat,LaPerm,,98118
March 08 2019,133666,Saturn,Cat,LaPerm,,98115
March 08 2019,8006173,Wilhelmina,Cat,Domestic Shorthair,Mix,98125
March 08 2019,129842,Chet,Cat,Domestic Shorthair,,98103
March 08 2019,S128084,Tobias,Cat,Domestic Shorthair,Mix,98118
March 08 2019,S119271,Carolina,Cat,Domestic Shorthair,Mix,98103
March 08 2019,129144,Aria,Cat,Domestic Shorthair,,98105
March 09 2019,8006175,Oakley,Cat,Domestic Shorthair,,98101
March 09 2019,S126695,Puma,Cat,Domestic Shorthair,Mix,98116
March 09 2019,8006181,Kona Moku,Cat,Domestic Shorthair,,98125
March 09 2019,S129451,Scooter,Cat,Domestic Shorthair,,98133
March 09 2019,S140904,Merlin,Cat,Domestic Shorthair,Mix,98117
March 09 2019,129838,Adorable,Cat,Domestic Shorthair,,98115
March 09 2019,282739,Thalia,Cat,Domestic Shorthair,Mix,98133
March 09 2019,124324,Gracie,Cat,Domestic Shorthair,,98125
March 09 2019,S128180,Socks,Cat,Domestic Shorthair,,98122
March 09 2019,S128179,Bear,Cat,Domestic Shorthair,,98122
March 09 2019,S128537,Moosyk,Cat,Bombay,Mix,98107
March 09 2019,134177,Petey,Cat,Domestic Shorthair,Mix,98119
March 09 2019,142257,Pixel,Cat,Domestic Shorthair,,98112
March 09 2019,S141554,Buster,Cat,Domestic Shorthair,Mix,98122
March 09 2019,S141555,Emily,Cat,Domestic Shorthair,Mix,98122
March 09 2019,142275,Violet,Cat,Norwegian Forest,,98103
March 09 2019,142276,Vita,Cat,Norwegian Forest,,98103
March 09 2019,8006198,Darlene,Cat,Himalayan,Domestic Medium Hair,98115
March 09 2019,S128379,Misty Pearl,Cat,Domestic Medium Hair,Mix,98199
March 09 2019,S141650,Tom,Cat,Domestic Shorthair,,98118
March 09 2019,S141651,Rob,Cat,Norwegian Forest,,98118
March 09 2019,S127893,Dorian,Cat,Domestic Shorthair,Mix,98107
March 09 2019,8006201,Raina,Cat,Maine Coon,Mix,98133
March 09 2019,S151315,Wally,Cat,Domestic Shorthair,Mix,98103
March 09 2019,129055,Venice,Cat,Domestic Shorthair,,98117
March 09 2019,S141312,Anna Beans,Cat,Domestic Shorthair,Tiffany,98125
March 09 2019,8006209,Tessie,Cat,Domestic Shorthair,,98117
March 09 2019,S148334,Foxy,Cat,Domestic Medium Hair,Mix,98121
March 09 2019,S148335,Pickle,Cat,Domestic Shorthair,Mix,98121
March 09 2019,S148333,Bailey,Cat,Siamese,Mix,98121
March 09 2019,S134477,Chai,Cat,Russian Blue,Mix,98102
March 09 2019,142289,Daphne,Cat,Domestic Shorthair,,98106
March 09 2019,142290,Penny,Cat,Domestic Shorthair,,98106
March 09 2019,S141749,Scully,Cat,Domestic Shorthair,,98109
March 09 2019,S126225,GUSGUS,Cat,Domestic Shorthair,Mix,98125
March 10 2019,S142760,Bagira,Cat,Domestic Medium Hair,Mix,98115
March 10 2019,128871,Isabella,Cat,Domestic Longhair,,98125
March 10 2019,731170,Miss Precious,Cat,Domestic Shorthair,,98118
March 10 2019,S128474,Lucy,Cat,Domestic Shorthair,Mix,98107
March 10 2019,142154,Hazel,Cat,American Shorthair,,98112
March 10 2019,S104436,George,Cat,Domestic Shorthair,Mix,98112
March 10 2019,8006223,Mac,Cat,Siamese,Mix,98119
March 10 2019,8006224,Fleetwood,Cat,Siamese,Mix,98119
March 10 2019,S141819,Tesla,Cat,American Shorthair,,98109
March 10 2019,S141753,Pumba,Cat,Mix,,98126
March 10 2019,S141754,Timone,Cat,Mix,,98126
March 10 2019,133664,Mango,Cat,Domestic Shorthair,,98107
March 10 2019,S147371,Slinky,Cat,Domestic Medium Hair,Mix,98103
March 10 2019,127864,Cracker,Cat,Domestic Shorthair,,98112
March 10 2019,140282,Kingsley,Cat,Russian Blue,,98112
March 10 2019,130550,Chezwick,Cat,Domestic Shorthair,,98106
March 10 2019,S130436,Phoebe,Cat,Domestic Shorthair,,98107
March 11 2019,S141604,Pearla,Cat,Domestic Shorthair,,98146
March 11 2019,8006237,Maisy,Cat,American Shorthair,Mix,98112
March 11 2019,8006238,Mia,Cat,American Shorthair,Mix,98112
March 11 2019,8006241,Ravenna,Cat,Domestic Shorthair,,98115
March 11 2019,8006242,Siena,Cat,Domestic Shorthair,,98115
March 11 2019,8006243,Felix,Cat,American Shorthair,Mix,98103
March 11 2019,8006244,Arya,Cat,American Shorthair,Mix,98103
March 11 2019,8006245,Milly,Cat,Domestic Shorthair,Mix,98121
March 11 2019,129526,Ronnie,Cat,Domestic Shorthair,,98103
March 11 2019,S129066,Sydney,Cat,Domestic Shorthair,,98115
March 11 2019,8006247,Sadie,Cat,Domestic Shorthair,,98117
March 11 2019,S128283,Charlie,Cat,Domestic Shorthair,,98112
March 11 2019,140717,Sherman,Cat,Domestic Longhair,,98117
March 11 2019,8006259,Art,Cat,American Shorthair,Mix,98105
March 11 2019,8006262,Morgan,Cat,Domestic Shorthair,Mix,98199
March 11 2019,8006266,Hippo,Cat,Domestic Shorthair,Mix,98109
March 11 2019,8006267,Sam,Cat,Domestic Medium Hair,Siamese,98109
March 11 2019,8006268,Minnie,Cat,Domestic Medium Hair,Siamese,98109
March 11 2019,134736,Tucker,Cat,Domestic Shorthair,,98144
March 11 2019,207158,Wasabi,Cat,Domestic Shorthair,,98108
March 11 2019,128829,Marlo,Cat,Domestic Shorthair,,98199
March 11 2019,142509,Ichi,Cat,Domestic Shorthair,,98119
March 11 2019,8006274,Michael,Cat,American Shorthair,Mix,98105
March 11 2019,8006275,Midnight,Cat,American Shorthair,Mix,98105
March 11 2019,S152520,Henry,Cat,Domestic Shorthair,Mix,98121
March 11 2019,S152521,Callie,Cat,Domestic Medium Hair,Mix,98146
March 11 2019,S152522,Euro,Cat,Domestic Shorthair,Mix,98144
March 11 2019,129799,Venus,Cat,Maine Coon,,98121
March 11 2019,S152523,Boots,Cat,Domestic Shorthair,Mix,98106
March 11 2019,S152524,Pandora,Cat,Siberian,Mix,98103
March 11 2019,S129489,Khaleesi,Cat,Domestic Longhair,,98109
March 11 2019,S152525,Freya,Cat,Domestic Shorthair,Mix,98125
March 11 2019,S152526,Mr. Pickles,Cat,Ragdoll,Mix,98103
March 11 2019,S140839,Toby,Cat,Domestic Shorthair,Mix,98108
March 11 2019,8006279,Toshi,Cat,Domestic Shorthair,Mix,98105
March 11 2019,140269,Calvin,Cat,Domestic Shorthair,,98136
March 11 2019,140274,Motor,Cat,Domestic Shorthair,,98136
March 11 2019,8006287,Luna,Cat,Domestic Longhair,Mix,98121
March 11 2019,S119291,Stickurr,Cat,Domestic Longhair,Mix,98103
March 11 2019,8006290,Leobaby,Cat,American Shorthair,Mix,98103
March 12 2019,138553,Joey,Cat,Domestic Shorthair,,98126
March 12 2019,8006298,Korra,Cat,Domestic Shorthair,Mix,98121
March 12 2019,8006299,Junipurr,Cat,Domestic Shorthair,Mix,98121
March 12 2019,8006302,Biscuit,Cat,Domestic Longhair,Mix,98107
March 12 2019,140799,Padstow,Cat,Domestic Shorthair,,98115
March 12 2019,142301,Sasza,Cat,Domestic Shorthair,,
March 12 2019,S119275,Maya,Cat,Domestic Shorthair,Mix,98117
March 12 2019,S128638,Mowgli,Cat,Bengal,,98116
March 12 2019,133207,Kitty,Cat,Domestic Shorthair,,98144
March 12 2019,140738,Louise,Cat,Domestic Shorthair,,98117
March 12 2019,22493,Serafina,Cat,Domestic Medium Hair,,98105
March 12 2019,22492,Lyra,Cat,Domestic Shorthair,,98105
March 12 2019,142046,Maizey,Cat,Domestic Shorthair,,98199
March 12 2019,S104992,Laker,Cat,Domestic Shorthair,Mix,98105
March 12 2019,S100858,Clouds,Cat,Domestic Shorthair,Mix,98103
March 12 2019,S100859,Django,Cat,Domestic Shorthair,Mix,98103
March 12 2019,S100888,Merlin,Cat,Domestic Medium Hair,Mix,98103
March 12 2019,S100856,Penguin,Cat,Domestic Shorthair,Mix,98103
March 12 2019,S100857,Robin,Cat,Domestic Shorthair,Mix,98103
March 12 2019,77014,Casper,Cat,Domestic Shorthair,Siamese,98107
March 12 2019,S151319,Gigi,Cat,Ragdoll,Mix,98106
March 12 2019,140208,Oliver Campbell,Cat,Domestic Medium Hair,,98115
March 12 2019,133626,Madison,Cat,Domestic Medium Hair,,98115
March 12 2019,S126689,Drake,Cat,Domestic Shorthair,Mix,98117
March 12 2019,133815,Ana,Cat,Domestic Shorthair,,98125
March 12 2019,142138,TomTom,Cat,Domestic Shorthair,,98112
March 12 2019,8006314,Belle,Cat,Mix,Mix,98102
March 13 2019,S140047,Simon,Cat,Domestic Shorthair,Mix,98118
March 13 2019,8006321,Daisy,Cat,Domestic Shorthair,,98122
March 13 2019,8006322,Glory,Cat,Domestic Shorthair,,98122
March 13 2019,132723,Albert,Cat,LaPerm,,98115
March 13 2019,8006328,Rigby,Cat,Russian Blue,,98108
March 13 2019,S128314,Anakin,Cat,Mix,,98122
March 13 2019,S128315,Judith,Cat,Mix,,98122
March 13 2019,S128316,Kara,Cat,Mix,,98122
March 13 2019,S150366,Plucky,Cat,Domestic Shorthair,Burmese,98133
March 13 2019,142292,Lofa,Cat,Domestic Shorthair,,98105
March 13 2019,142069,Greyman,Cat,Domestic Longhair,,98117
March 13 2019,8006344,Harry,Cat,Domestic Shorthair,Mix,98107
March 13 2019,8006345,Ron,Cat,Domestic Shorthair,Mix,98107
March 13 2019,S151323,Indie,Cat,Domestic Longhair,Mix,98125
March 13 2019,S151324,Molly,Cat,Domestic Longhair,Mix,98125
March 13 2019,8006348,Alfie,Cat,Mix,Mix,98109
March 13 2019,8006349,Bleu,Cat,Siamese,Maine Coon,98103
March 13 2019,8006350,Gan Ainm,Cat,Domestic Shorthair,,98103
March 13 2019,8006353,MacIntyre,Cat,Domestic Shorthair,,98103
March 13 2019,8006354,Mila,Cat,Domestic Shorthair,Mix,98109
March 13 2019,142081,Fred Astaire,Cat,Domestic Medium Hair,Mix,98133
March 13 2019,8006356,Thelma,Cat,Domestic Longhair,Mix,98117
March 13 2019,S152533,Jack,Cat,Domestic Shorthair,Mix,98122
March 13 2019,S152534,Penelope,Cat,Domestic Shorthair,Mix,98117
March 13 2019,S152535,Gandalf,Cat,Domestic Shorthair,Mix,98103
March 13 2019,S152536,Pixie,Cat,Domestic Shorthair,Mix,98122
March 13 2019,S152537,Tuna,Cat,Egyptian Mau,,98106
March 13 2019,S152538,Darling,Cat,Persian,,98146
March 13 2019,73495,Diego,Cat,Domestic Shorthair,,98109
March 13 2019,77988,Tulio,Cat,Domestic Shorthair,,98109
March 13 2019,S152539,Ziggy,Cat,Domestic Shorthair,Mix,98122
March 13 2019,S152540,Marlow,Cat,Domestic Shorthair,Mix,98112
March 13 2019,S152541,Simone,Cat,Domestic Longhair,Mix,98103
March 13 2019,S141559,Female,Cat,Domestic Shorthair,Mix,98106
March 13 2019,S141558,Male,Cat,Domestic Shorthair,Mix,98106
March 13 2019,S128196,Baby,Cat,Domestic Longhair,,98507
March 14 2019,S142761,Beaman,Cat,Domestic Shorthair,Mix,98115
March 14 2019,S142762,Popeye,Cat,Domestic Shorthair,Mix,98105
March 14 2019,S142759,Ritz,Cat,Domestic Shorthair,Mix,98102
March 14 2019,8006365,Jackson,Cat,Domestic Shorthair,,98115
March 14 2019,72496,Abigail,Cat,Domestic Shorthair,,98106
March 14 2019,132495,Cinnamon,Cat,Domestic Shorthair,,98106
March 14 2019,140281,Grimm,Cat,Norwegian Forest,,98116
March 14 2019,142304,Penelope (Penny),Cat,Domestic Medium Hair,,98103
March 14 2019,123666,Gracie,Cat,Domestic Longhair,,98115
March 14 2019,S140932,Sophie,Cat,Ragdoll,,98119
March 14 2019,126858,Venus,Cat,Domestic Shorthair,,98178
March 14 2019,140074,Misty,Cat,Domestic Medium Hair,,98116
March 14 2019,129812,Mimi,Cat,Domestic Shorthair,,98133
March 14 2019,129263,Belle,Cat,Domestic Shorthair,,98105
March 14 2019,129492,Tully,Cat,Domestic Shorthair,,98105
March 14 2019,133986,Milo,Cat,LaPerm,,98133
March 14 2019,133939,Dusty,Cat,Domestic Shorthair,,98112
March 14 2019,S128637,Jarrah,Cat,Domestic Medium Hair,,98103
March 14 2019,S128636,Cocobolo,Cat,Domestic Longhair,,98103
March 14 2019,S150371,Elsie,Cat,Domestic Medium Hair,Mix,98117
March 14 2019,8006369,Elsa,Cat,American Shorthair,Mix,98115
March 14 2019,85395,Purrmenedes,Cat,LaPerm,,98177
March 14 2019,77736,Olive,Cat,Domestic Longhair,,98107
March 14 2019,S119230,Bramble,Cat,Domestic Medium Hair,Mix,98105
March 14 2019,S148341,Miss Kitty,Cat,LaPerm,,98133
March 14 2019,S123666,Perry,Cat,Domestic Shorthair,Chartreux,98103
March 14 2019,S123667,Walter,Cat,Domestic Medium Hair,Ragdoll,98103
March 14 2019,133458,Shane,Cat,Domestic Shorthair,,98126
March 14 2019,85434,,Cat,Domestic Shorthair,,98104
March 14 2019,8006375,Sophie,Cat,Maine Coon,Ragdoll,98112
March 14 2019,74433,Mr Darcy,Cat,Domestic Shorthair,,98199
March 14 2019,73742,Ace,Cat,Domestic Longhair,,98118
March 14 2019,127957,Apollo,Cat,Domestic Shorthair,Mix,98116
March 14 2019,128773,Minerva,Cat,Domestic Shorthair,Mix,98116
March 14 2019,77163,Katie,Cat,Domestic Shorthair,,98103
March 14 2019,S127710,Casimir,Cat,Domestic Shorthair,,98118
March 14 2019,S141164,Boris,Cat,Domestic Shorthair,,98125
March 14 2019,S141165,Nova,Cat,Domestic Shorthair,,98125
March 14 2019,8006382,Sophie,Cat,Domestic Shorthair,,98122
March 14 2019,73241,Streak,Cat,Domestic Medium Hair,,98103
March 14 2019,142235,Aly,Cat,Russian Blue,Maine Coon,98144
March 14 2019,8006385,Lucky,Cat,Domestic Shorthair,,98125
March 14 2019,8006386,Popcorn,Cat,Domestic Shorthair,,98112
March 14 2019,8006387,Oliver,Cat,LaPerm,,98112
March 14 2019,S139790,Poe,Cat,Domestic Longhair,Mix,98122
March 14 2019,73578,Alsatia,Cat,Siberian,,98102
March 14 2019,77521,Spooky,Cat,Domestic Shorthair,Mix,98112
March 14 2019,346937,Yoko,Cat,Siamese,,98117
March 14 2019,273516,Miley,Cat,Domestic Shorthair,,98117
March 14 2019,77278,Stripey,Cat,Domestic Shorthair,,98117
March 14 2019,71589,Minnie,Cat,Domestic Shorthair,,98178
March 14 2019,85501,Arvo,Cat,Domestic Shorthair,,98178
March 14 2019,S128321,Manny,Cat,Domestic Shorthair,,98117
March 14 2019,8006392,Khaleesi,Cat,Siberian,,98112
March 14 2019,8006394,Leo,Cat,Domestic Shorthair,,98107
March 14 2019,S124321,Isaac,Cat,Siberian,,98103
March 15 2019,8006400,Luna,Cat,Siamese,,98103
March 15 2019,68513,Mimma,Cat,Domestic Shorthair,,98112
March 15 2019,85012,Polly,Cat,Domestic Shorthair,,98112
March 15 2019,74320,Sir Lancealot,Cat,Domestic Shorthair,,98122
March 15 2019,85532,Luna,Cat,Domestic Shorthair,,98117
March 15 2019,140796,Miss Bangkok,Cat,Siamese,Mix,98125
March 15 2019,127596,Punkin,Cat,Domestic Shorthair,,98117
March 15 2019,140078,Domino,Cat,Domestic Shorthair,,98103
March 15 2019,77501,Rose,Cat,Domestic Shorthair,,98133
March 15 2019,S127886,Maggie,Cat,Domestic Shorthair,Mix,98199
March 15 2019,128476,Indiana Jones,Cat,Siamese,,
March 15 2019,128475,Gracey,Cat,Siamese,,
March 15 2019,130882,Lila,Cat,Domestic Shorthair,,98117
March 15 2019,77654,Moony,Cat,Domestic Shorthair,,98103
March 15 2019,77017,Minerva,Cat,LaPerm,,98103
March 15 2019,S101291,Poo Ying,Cat,Siamese,,98125
March 15 2019,133959,Pantera,Cat,Domestic Shorthair,,98106
March 15 2019,123744,Tony,Cat,Burmese,,98103
March 15 2019,134562,Mindy,Cat,Domestic Shorthair,,98107
March 15 2019,129875,Whisper,Cat,Domestic Longhair,,98119
March 15 2019,S120799,Baby Girl Kit,Cat,Domestic Shorthair,Mix,98133
March 15 2019,S121101,Caddy,Cat,Domestic Shorthair,Mix,98133
March 15 2019,S128477,Purrrsia,Cat,Domestic Shorthair,Mix,98112
March 15 2019,S104371,Bagheera,Cat,Domestic Shorthair,Mix,98105
March 15 2019,S148345,Mara,Cat,Domestic Shorthair,Mix,98105
March 15 2019,72001,Zeep,Cat,Domestic Medium Hair,,98119
March 15 2019,140406,Black Jack,Cat,Domestic Shorthair,,98117
March 15 2019,S128531,Tidbit,Cat,Domestic Longhair,Mix,98121
March 15 2019,S127974,Arthur,Cat,Domestic Medium Hair,Mix,98133
March 15 2019,128275,Bootsy,Cat,Domestic Shorthair,Mix,98115
March 15 2019,S139781,Baby Girl,Cat,Domestic Shorthair,Mix,98109
March 15 2019,73871,Ariana,Cat,Domestic Longhair,,98115
March 15 2019,74257,Elf,Cat,Domestic Medium Hair,,98117
March 15 2019,133067,Natasha,Cat,Domestic Longhair,,98117
March 15 2019,133068,BORRIS,Cat,Domestic Longhair,,98117
March 15 2019,8006420,Bobo,Cat,Domestic Shorthair,Mix,98117
March 15 2019,S141212,Whitney Houston,Cat,Domestic Longhair,,98177
March 15 2019,8006422,Nellie,Cat,Domestic Shorthair,Mix,98116
March 15 2019,133474,Lemieux,Cat,Domestic Shorthair,,98126
March 15 2019,S150383,Everything Bagel,Cat,Domestic Shorthair,Mix,98119
March 15 2019,S139782,Spongecake,Cat,Exotic Shorthair,,98119
March 15 2019,83232,Ernie,Cat,Domestic Shorthair,,98107
March 15 2019,S150384,Bella,Cat,Domestic Shorthair,Mix,98104
March 15 2019,S127587,Karma,Cat,Domestic Shorthair,,98126
March 15 2019,142090,Molly Ragnarok,Cat,Domestic Shorthair,,98103
March 15 2019,S129456,Hitch,Cat,Domestic Shorthair,,98109
March 15 2019,8006432,Hermione,Cat,American Shorthair,Mix,98109
March 16 2019,S126578,Queen B,Cat,Domestic Medium Hair,Mix,98122
March 16 2019,9230,Halie,Cat,Domestic Shorthair,,98146
March 16 2019,9229,Gracie,Cat,LaPerm,,98146
March 16 2019,S134462,Nakia,Cat,Domestic Shorthair,Mix,98144
March 16 2019,S128714,Tony,Cat,Domestic Medium Hair,,98117
March 16 2019,S119125,Clyde-Crinkle,Cat,Domestic Shorthair,Mix,98117
March 16 2019,73179,Ivy,Cat,Domestic Shorthair,,98103
March 16 2019,8006442,Tia,Cat,Domestic Shorthair,Domestic Shorthair,98107
March 16 2019,8006443,Calvin,Cat,Domestic Shorthair,Domestic Shorthair,98107
March 16 2019,128544,Tigger,Cat,Domestic Shorthair,Mix,98115
March 16 2019,72040,Loki,Cat,Domestic Medium Hair,,98125
