finish,start,car_number,driver,car_name/entrant,make_model,status,laps,LED,winnings,year
2,5,4,Roberto Guerrero,True Value/STP,March/Cosworth,162.109,200,8,"$305,013",1987
3,17,12,Fabrizio Barbazza,Arciero Winery,March/Cosworth,Running,198,0,"$204,663",1987
4,22,30,Al Unser Jr.,Domino's Pizza,March/Cosworth,Running,196,0,"$142,963",1987
5,15,56,Gary Bettenhausen,Genesee Beer Wagon,March/Cosworth,Running,195,0,"$132,213",1987
6,6,22,Dick Simon,Soundesign,Lola/Cosworth,Running,193,0,"$131,813",1987
7,26,41,Stan Fox,Kerker Exhaust/Skoal Classic,March/Cosworth,Running,192,0,"$111,263",1987
8,12,11,Jeff MacPherson,McHoward Leasing,March/Brab./Hon.(Judd),Running,182,0,"$117,313",1987
9,1,5,Mario Andretti,Hanna Auto Wash,Lola/Chevrolet Indy,Ignition,180,170,"$368,063",1987
10,27,16,Tony Bettenhausen Jr.,Nationwise/Payless,March/Cosworth,Running,171,0,"$105,838",1987
11,8,21,Johnny Rutherford,Vermont American,March/Cosworth,Running,171,0,"$104,313",1987
12,13,91,Scott Brayton,Amway/Autostyle,March/Cosworth,Engine,167,0,"$103,063",1987
13,16,3,Danny Sullivan,Miller American,March/Chevrolet Indy,Engine,160,4,"$120,713",1987
14,21,33,Tom Sneva,Skoal Bandit,March/Buick,Accident,143,0,"$103,313",1987
15,19,77,Derek Daly,Scheid Tire/Superior Training/Metrolink,March/Buick,Engine,133,0,"$100,763",1987
16,33,20,Emerson Fittipaldi,Marlboro,March/Chevrolet Indy,Engine,131,0,"$98,263",1987
17,25,55,Josele Garza,Bryant Heating & Cooling/Schaefer,March/Cosworth,Running,129,0,"$103,350",1987
18,7,71,Arie Luyendyk,Living Well/Provimi Veal/WTTV,March/Cosworth,Suspension,125,0,"$97,113",1987
19,4,14,A.J. Foyt,Copenhagen/Gilmore,Lola/Cosworth,Oil seal,117,0,"$102,963",1987
20,11,81,Rich Vogler,Byrd's Kentucky Fried Chicken/Living Well,March/Buick,Rocker arm,109,0,"$98,263",1987
21,30,98,Ed Pimm,Skoal Classic,March/Cosworth,Turbocharger,109,0,"$95,513",1987
22,18,2,Gordon Johncock,STP Oil Treatment,March/Buick,Valve,76,0,"$94,913",1987
23,3,8,Rick Mears,Pennzoil Z-7,March/Chevrolet Indy,Coil wire,75,0,"$112,463",1987
24,14,15,Geoff Brabham,Team Valvoline,March/Brab./Hon.(Judd),Oil pressure,71,0,"$92,963",1987
25,32,87,Steve Chassey,United Oil/Life of Indiana,March/Cosworth,Engine,68,0,"$97,913",1987
26,2,1,Bobby Rahal,Budweiser,Lola/Cosworth,Ignition,57,0,"$123,013",1987
27,29,29,Pancho Carter,Hardee's,March/Cosworth,Valve,45,0,"$93,263",1987
28,28,44,Davy Jones,Skoal Classic/Gilmore/UNO,March/Cosworth,Engine,34,0,"$115,463",1987
29,9,18,Michael Andretti,Kraco/STP,March/Cosworth,Pit fire,28,0,"$91,113",1987
30,10,23,"Ludwig Heimrath, Jr.",MacKenzie Financial/Tim Horton Doughnuts,Lola/Cosworth,Spun out,25,0,"$111,513",1987
31,24,7,Kevin Cogan,Marlboro,March/Chevrolet Indy,Oil pump,21,0,"$90,763",1987
32,23,24,Randy Lewis,Toshiba/Altos/Oracle,March/Cosworth,Gearbox,8,0,"$90,763",1987
33,31,84,George Snider,Calumet/Copenhagen,March/Chevrolet,Engine fire,0,0,"$92,713",1987
1,1,5,Rick Mears,Pennzoil Z-7,Penske/Chevrolet Indy,144.809,200,89,"$809,853",1988
2,8,20,Emerson Fittipaldi,Marlboro,March/Chevrolet Indy,144.726,200,0,"$337,603",1988
3,3,1,Al Unser,Hertz,Penske/Chevrolet Indy,Running,199,12,"$228,903",1988
4,10,18,Michael Andretti,Kraco,March/Cosworth,Running,199,0,"$192,953",1988
5,19,4,Bobby Rahal,Budweiser,Lola/Judd,Running,199,0,"$151,553",1988
6,18,15,Jim Crawford,Mac Tools/King/Protofab,Lola/Buick,Running,198,8,"$170,503",1988
7,20,30,Raul Boesel,Domino's Pizza,Lola/Cosworth,Running,198,0,"$148,403",1988
8,15,97,Phil Krueger,CNC Systems/Taylor Dist.,March/Cosworth,Running,196,0,"$131,053",1988
9,16,22,Dick Simon,Uniden/Soundesign,Lola/Cosworth,Running,196,0,"$127,428",1988
10,6,7,Arie Luyendyk,Provimi Veal,Lola/Cosworth,Running,196,0,"$123,028",1988
11,13,11,Kevin Cogan,Schaefer/Playboy Fashions,March/Cosworth,Running,195,0,"$141,278",1988
12,33,21,Howdy Holmes,Jiffy Mixes,March/Cosworth,Running,192,0,"$123,728",1988
13,5,3,Al Unser Jr.,Team Valvoline/Strohs,March/Chevrolet Indy,Running,180,0,"$117,753",1988
14,23,56,Bill Vukovich III,Genesee Beer/EZ Wider,March/Cosworth,Running,179,0,"$125,603",1988
15,11,24,Randy Lewis,Toshiba/Oracle/Altos,Lola/Cosworth,Running,175,0,"$115,478",1988
16,28,48,Rocky Moran,Skoal/Trench Shoring,March/Cosworth,Engine,159,0,"$107,228",1988
17,32,29,Rich Vogler,Byrd's/Pepsi/Bryant,March/Cosworth,Accident,159,0,"$106,053",1988
18,21,92,Dominic Dobson,Moore Industries/Columbia Helecopters,Lola/Cosworth,Coolant,145,0,"$107,753",1988
19,25,23,Tero Palmroth,Bronson/Neste/Editor,Lola/Cosworth,Engine,144,0,"$103,728",1988
20,4,6,Mario Andretti,Amoco/Kmart,Lola/Chevrolet Indy,Electrical,118,0,"$130,828",1988
21,27,98,John Andretti,Skoal Bandit,Lola/Cosworth,Engine,114,0,"$106,703",1988
22,30,17,Johnny Rutherford,Mac Tools/King/Protofab,Lola/Buick,Accident,107,0,"$102,303",1988
23,2,9,Danny Sullivan,Miller High Life,Penske/Chevrolet Indy,Accident,101,91,"$214,378",1988
24,26,35,Steve Chassey,Kasale Recycling,March/Cosworth,Accident,73,0,"$99,128",1988
25,31,71,"Ludwig Heimrath, Jr.",MacKenzie Funds,Lola/Cosworth,Accident,59,0,"$100,253",1988
26,22,14,A.J. Foyt,Copenhagen-Gilmore,Lola/Cosworth,Accident,54,0,"$98,853",1988
27,14,81,Tom Sneva,Pizza Hut/WRTV,Lola/Judd,Accident,32,0,"$97,328",1988
28,17,8,Teo Fabi,Quaker State/Porsche,March/Porsche Indy,Wheel off,30,0,"$101,878",1988
29,9,10,Derek Daly,Raynor Garage Doors,Lola/Cosworth,Gearbox,18,0,"$97,503",1988
30,29,84,Stan Fox,Copenhagen/Calumet Farms,March/Chevrolet,Engine,2,0,"$113,703",1988
31,7,91,Scott Brayton,Amway Spirit/Lifecycle,Lola/Buick,Accident,0,0,"$96,078",1988
32,12,2,Roberto Guerrero,STP/Dianetics,Lola/Cosworth,Accident,0,0,"$100,828",1988
33,24,16,Tony Bettenhausen Jr.,Hardee's/Sony,Lola/Cosworth,Accident,0,0,"$95,753",1988
1,3,20,Emerson Fittipaldi,Marlboro,Penske/Chevrolet Indy,167.581,200,158,"$1,001,604",1989
2,8,2,Al Unser Jr.,Valvoline,Lola/Chevrolet Indy,Accident,198,5,"$390,453",1989
3,9,30,Raul Boesel,Domino's Pizza,Lola/Judd,Running,194,1,"$306,603",1989
4,5,5,Mario Andretti,Kmart/Havoline,Lola/Chevrolet Indy,Running,193,1,"$193,853",1989
5,10,14,A.J. Foyt,Copenhagen/Gilmore,Lola/Cosworth DFX,Running,193,0,"$177,403",1989
6,6,22,Scott Brayton,Amway/Speedway/Uniden,Lola/Buick,Running,193,0,"$190,903",1989
7,31,50,Davy Jones,Euromotorsport/UNO,Lola/Cosworth DFX,Running,192,0,"$151,328",1989
8,33,29,Rich Vogler,Byrd's/Bryant/Saturday Evening Post,March/Cosworth DFX,Running,192,0,"$153,203",1989
9,20,69,Bernard Jourdain,Corona-Monarch,Lola/Cosworth DFX,Running,191,0,"$150,153",1989
10,17,3,Scott Pruett,Budweiser,Lola/Judd,Running,190,0,"$141,053",1989
11,25,65,John Jones,Labatt's,Lola/Cosworth DFX,Running,189,0,"$134,103",1989
12,30,81,Bill Vukovich III,Hemelgarn/Consani/Sierra,Lola/Judd,Running,186,0,"$147,203",1989
13,18,71,"Ludwig Heimrath, Jr.",MacKenzie Funds,Lola/Judd,Running,185,0,"$123,803",1989
14,28,33,Rocky Moran,Skoal Classic,March/Cosworth DFX,Running,181,0,"$122,503",1989
15,24,10,Derek Daly,Raynor Garage Doors,Lola/Judd,Running,167,0,"$125,103",1989
16,16,56,Tero Palmroth,Neste/Rotator/Nanso,Lola/Cosworth DFX,Spindle,165,0,"$122,803",1989
17,21,6,Michael Andretti,Kmart/Havoline,Lola/Chevrolet Indy,Engine,163,35,"$164,353",1989
18,29,86,Dominic Dobson,Texaco Havoline Star,Lola/Cosworth DFX,Drive train,161,0,"$113,003",1989
19,4,15,Jim Crawford,Mac Tools/Planters,Lola/Buick,Drive train,135,0,"$119,403",1989
20,19,12,Didier Theys,Arciero MacPherson,Penske/Cosworth DFX,Engine,131,0,"$111,503",1989
21,15,9,Arie Luyendyk,Provimi/Dutch Boy,Lola/Cosworth DFS,Engine,123,0,"$110,203",1989
22,32,24,Pancho Carter,Hardee's,Lola/Cosworth DFX,Electrical,121,0,"$108,503",1989
23,1,4,Rick Mears,Pennzoil Z-7,Penske/Chevrolet Indy,Engine,113,0,"$267,903",1989
24,2,25,Al Unser,Marlboro,Penske/Chevrolet Indy,Clutch,68,0,"$132,903",1989
25,12,70,John Andretti,Tuneup Masters/Granatelli/STP,Lola/Buick,Engine,61,0,"$104,503",1989
26,7,18,Bobby Rahal,Kraco,Lola/Cosworth DFS,Valve,58,0,"$103,703",1989
27,22,7,Tom Sneva,STP/Granatelli,Lola/Buick,Pit fire,55,0,"$106,003",1989
28,26,1,Danny Sullivan,Miller High Life,Penske/Chevrolet Indy,Clutch,41,0,"$125,903",1989
29,11,28,Randy Lewis,Toshiba-Oracle,Lola/Cosworth DFX,Wheel bearing,24,0,"$101,903",1989
30,13,8,Teo Fabi,Quaker State/Porsche,March/Porsche,Ignition,23,0,"$113,753",1989
31,23,91,Gordon Johncock,STP/Pizza Hut/WRTV,Lola/Buick,Engine,19,0,"$103,703",1989
32,27,11,Kevin Cogan,Schaefer/Playboy Fashions,March/Cosworth DFX,Accident,2,0,"$102,503",1989
33,14,99,Gary Bettenhausen,ATEC Environmental,Lola/Buick,Bent valve,0,0,"$101,903",1989
1,3,30,Arie Luyendyk,Domino's Pizza,Lola/Chevrolet Indy,185.981,200,37,"$1,090,940",1990
2,4,18,Bobby Rahal,STP/Kraco,Lola/Chevrolet Indy,185.772,200,35,"$488,566",1990
3,1,1,Emerson Fittipaldi,Marlboro,Penske/Chevrolet Indy,185.183,200,128,"$592,874",1990
4,7,5,Al Unser Jr.,Team Valvoline,Lola/Chevrolet Indy,Running,199,0,"$227,691",1990
5,2,2,Rick Mears,Pennzoil Z-7,Penske/Chevrolet Indy,Running,198,0,"$201,610",1990
6,8,14,A.J. Foyt,Copenhagen,Lola/Chevrolet Indy,Running,194,0,"$184,804",1990
7,26,22,Scott Brayton,Amway/Speedway,Lola/Cosworth DFS,Running,194,0,"$201,448",1990
8,14,25,Eddie Cheever Jr.,Target Stores,Penske/Chevrolet Indy,Running,193,0,"$172,786",1990
9,15,11,Kevin Cogan,Tuneup Masters,Penske/Buick,Running,191,0,"$150,472",1990
10,21,28,Scott Goodyear,Mackenzie/O'Donnell,Lola/Judd,Running,191,0,"$146,970",1990
11,20,70,Didier Theys,Tuneup Masters,Penske/Buick,Running,190,0,"$142,384",1990
12,16,23,Tero Palmroth,Hoechst/Celanese/Neste,Lola/Cosworth DFS,Running,188,0,"$138,756",1990
13,30,40,Al Unser,Miller High Life,March/Alfa Romeo,Running,186,0,"$136,387",1990
14,12,12,Randy Lewis,AMP/Oracle,Penske/Buick,Running,186,0,"$134,275",1990
15,29,15,Jim Crawford,Glidden Paints,Lola/Buick,Running,183,0,"$130,022",1990
16,32,93,John Paul Jr.,ATEC Environmental,Lola/Buick,Radiator,176,0,"$150,276",1990
17,24,39,Dean Hall,Insight,Lola/Cosworth DFS,Suspension,165,0,"$134,306",1990
18,23,4,Teo Fabi,Foster's/Quaker State,March/Porsche,Transmission,162,0,"$156,060",1990
19,19,21,Geoff Brabham,Mac Tools Distributors,Lola/Judd,Running,161,0,"$131,688",1990
20,5,3,Michael Andretti,Kmart/Havoline,Lola/Chevrolet Indy,Vibration,146,0,"$130,942",1990
21,10,41,John Andretti,Foster's/Quaker State,March/Porsche,Accident,136,0,"$118,320",1990
22,11,86,Dominic Dobson,Texaco Havoline Star,Lola/Cosworth DFS,Engine,129,0,"$116,823",1990
23,28,20,Roberto Guerrero,Miller Genuine Draft,March/Alfa Romeo,Suspension,118,0,"$115,129",1990
24,31,81,Bill Vukovich III,Hemelgarn,Lola/Buick,Engine,102,0,"$119,503",1990
25,33,56,Rocky Moran,Glidden Paints,Lola/Buick,Engine,88,0,"$124,580",1990
26,13,16,Tony Bettenhausen Jr.,AMAX,Lola/Buick,Engine,76,0,"$112,083",1990
27,6,6,Mario Andretti,Kmart/Havoline,Lola/Chevrolet Indy,Engine,60,0,"$111,209",1990
28,17,19,Raul Boesel,Budweiser,Lola/Judd,Engine,60,0,"$110,461",1990
29,22,29,Pancho Carter,Hardee's/Machinists,Lola/Cosworth DFS,Accident,59,0,"$110,837",1990
30,25,9,Tom Sneva,RCA,Penske/Buick,CV joint,48,0,"$110,338",1990
31,18,51,Gary Bettenhausen,Glidden Paints,Lola/Buick,Wheel bearing,39,0,"$109,464",1990
32,9,7,Danny Sullivan,Marlboro,Penske/Chevrolet Indy,Accident,19,0,"$109,778",1990
33,27,97,Stan Fox,Miyano/CNC Systems,Lola/Buick,Gearbox,10,0,"$108,021",1990
1,1,3,Rick Mears,Marlboro,Penske/Chevrolet Indy A,176.457,200,30,"$1,219,704",1991
2,5,10,Michael Andretti,Kmart/Havoline,Lola/Chevrolet Indy A,176.402,200,97,"$607,753",1991
3,14,1,Arie Luyendyk,RCA/UNO Granatelli,Lola/Chevrolet Indy A,Running,199,0,"$317,053",1991
4,6,2,Al Unser Jr.,Valvoline,Lola/Chevrolet Indy A,Running,198,4,"$223,916",1991
5,7,4,John Andretti,Pennzoil Z-7,Lola/Chevrolet Indy A,Running,197,0,"$205,153",1991
6,33,92,Gordon Johncock,Jack's Tool Rental/Bryant,Lola/Cosworth DFS,Running,188,0,"$275,690",1991
7,3,6,Mario Andretti,Kmart/Havoline,Lola/Chevrolet Indy A,Engine,187,22,"$203,478",1991
8,17,91,Stan Fox,Byrd's Cafeteria/Bryant,Lola/Buick,Running,185,0,"$201,090",1991
9,20,16,Tony Bettenhausen Jr.,AMAX Coal,Penske/Chevrolet Indy A,Running,180,0,"$170,016",1991
10,9,20,Danny Sullivan,Miller Genuine Draft/Patrick,Lola/Alfa Romeo,Engine,173,0,"$194,403",1991
11,15,5,Emerson Fittipaldi,Marlboro,Penske/Chevrolet Indy A,Gearbox,171,46,"$183,728",1991
12,27,19,Scott Pruett,Budweiser/Truesports,Truesports/Judd,Engine,166,0,"$159,191",1991
13,30,66,Dominic Dobson,Coors/Kroger/Burns,Lola/Judd,Running,164,0,"$159,190",1991
14,31,39,Randy Lewis,AMP/Orbit/Jenn-Air/Epson,Lola/Cosworth DFS,Running,159,0,"$150,490",1991
15,11,86,Jeff Andretti,Texaco Havoline Star,Lola/Cosworth DFS,Engine,150,0,"$167,490",1991
16,24,7,Hiro Matsushita,Panasonic,Lola/Buick,Running,149,0,"$145,891",1991
17,19,22,Scott Brayton,Amway/Hoechst Celanese,Lola/Chevrolet Indy A,Engine,146,0,"$172,191",1991
18,21,48,Bernard Jourdain,Monarch/Foyt/Deutz,Lola/Buick,Gearbox,141,0,"$140,190",1991
19,4,18,Bobby Rahal,STP/Kraco,Lola/Chevrolet Indy A,Engine,130,1,"$153,741",1991
20,22,21,Geoff Brabham,Mac Tools,Truesports/Judd,Electrical,109,0,"$136,491",1991
21,32,12,Pancho Carter,Arciero/Alfa LAVAL,Lola/Buick,Engine,94,0,"$139,703",1991
22,13,51,Gary Bettenhausen,Glidden Paints,Lola/Buick,Radiator,89,0,"$177,890",1991
23,26,23,Tero Palmroth,Neste/Rotator,Lola/Cosworth DFS,Engine,77,0,"$131,990",1991
24,18,50,Mike Groff,Fendi-Hawaiian Tropic,Lola/Cosworth DFS,Water leak,68,0,"$133,290",1991
25,25,93,John Paul Jr.,ATEC Environmental,Lola/Buick,Oil leak,53,0,"$130,690",1991
26,8,26,Jim Crawford,Quaker State,Lola/Buick,Engine,40,0,"$133,690",1991
27,12,15,Scott Goodyear,Mackenzie Financial,Lola/Judd,Engine,38,0,"$127,791",1991
28,2,14,A.J. Foyt,Foyt/Gilmore/Copenhagen,Lola/Chevrolet Indy A,Suspension,25,0,"$153,591",1991
29,16,9,Kevin Cogan,Glidden Paints,Lola/Buick,Accident,24,0,"$127,391",1991
30,28,40,Roberto Guerrero,Sharp's/Patrick,Lola/Alfa Romeo,Accident,23,0,"$125,203",1991
31,10,8,Eddie Cheever Jr.,Target/Scotch Video,Lola/Chevrolet Indy A,Electrical,17,0,"$125,591",1991
32,29,17,Willy T. Ribbs,McDonalds/Cosby,Lola/Buick,Engine,5,0,"$147,791",1991
33,23,71,Buddy Lazier,Vail Beaver Creek,Lola/Buick,Accident,1,0,"$162,690",1991
1,12,3,Al Unser Jr.,Valvoline,Galmer/Chevrolet Indy A,134.477,200,25,"$1,244,184",1992
2,33,15,Scott Goodyear,Mackenzie Financial,Lola/Chevrolet Indy A,134.476,200,0,"$609,333",1992
3,22,27,Al Unser,Menard-Conseco,Lola/Buick,134.375,200,4,"$368,533",1992
4,2,9,Eddie Cheever Jr.,Target-Scotch Video,Lola/Ford Cosworth XB,134.374,200,9,"$271,103",1992
5,8,18,Danny Sullivan,Molson/Kraco/STP,Galmer/Chevrolet Indy A,Running,199,0,"$211,803",1992
6,10,12,Bobby Rahal,Miller Genuine Draft,Lola/Chevrolet Indy A,Running,199,0,"$237,703",1992
7,25,11,Raul Boesel,Panasonic,Lola/Chevrolet Indy A,Running,198,0,"$191,503",1992
8,14,8,John Andretti,Pennzoil,Lola/Chevrolet Indy A,Running,195,0,"$186,203",1992
9,23,14,A.J. Foyt,Copenhagen,Lola/Chevrolet Indy A,Running,195,0,"$189,883",1992
10,18,93,John Paul Jr.,D.B. Mann Development,Lola/Buick,Running,194,0,"$171,403",1992
11,27,90,Lyn St. James,Agency Rent-A-Car /JC Penney,Lola/Chevrolet Indy A,Running,193,0,"$187,953",1992
12,29,68,Dominic Dobson,Burns/Tobacco Free America,Lola/Chevrolet Indy A,Running,193,0,"$179,983",1992
13,6,1,Michael Andretti,Kmart/Texaco Havoline,Lola/Ford Cosworth XB,Fuel pressure,189,160,"$295,383",1992
14,24,21,Buddy Lazier,Leader Cards,Lola/Buick,Engine,139,0,"$164,283",1992
15,4,6,Arie Luyendyk,Target/Scotch Video,Lola/Ford Cosworth XB,Accident,135,1,"$166,953",1992
16,32,31,Ted Prappas,PIG/Say No To Drugs,Lola/Chevrolet Indy A,Gear box,135,0,"$163,253",1992
17,5,51,Gary Bettenhausen,Glidden Paints,Lola/Buick,Accident,112,0,"$150,803",1992
18,20,48,Jeff Andretti,Gillette/Carlo,Lola/Chevrolet Indy A,Accident,109,0,"$153,703",1992
19,26,39,Brian Bonner,Applebee's,Lola/Buick,Accident,97,0,"$156,953",1992
20,19,7,Paul Tracy,Mobil 1,Penske/Chevrolet Indy A,Engine,96,0,"$160,053",1992
21,28,47,Jimmy Vasser,Kodalux,Lola/Chevrolet Indy A,Accident,94,0,"$170,853",1992
22,7,22,Scott Brayton,Amway/Northwest Airlines,Lola/Buick,Engine,93,0,"$173,683",1992
23,3,2,Mario Andretti,Kmart/Texaco Havoline,Lola/Ford Cosworth XB,Accident,78,1,"$156,633",1992
24,11,5,Emerson Fittipaldi,Marlboro,Penske/Chevrolet Indy B,Accident,75,0,"$138,703",1992
25,21,26,Jim Crawford,Quaker State,Lola/Buick,Accident,74,0,"$167,503",1992
26,9,4,Rick Mears,Marlboro,Penske/Chevrolet Indy B,Accident,74,0,"$136,403",1992
27,13,91,Stan Fox,Jonathan Byrd's Cafeteria,Lola/Buick,Accident,63,0,"$136,683",1992
28,16,44,Philippe Gache,Rhone-Poulenc Rorer,Lola/Chevrolet Indy A,Accident,61,0,"$136,128",1992
29,31,92,Gordon Johncock,STP/Jacks Tool Rental,Lola/Buick,Engine,60,0,"$136,003",1992
30,17,10,Scott Pruett,Budweiser,Truesports/Chevrolet Indy A,Engine,52,0,"$143,503",1992
31,30,59,Tom Sneva,Glidden Paints,Lola/Buick,Accident,10,0,"$139,778",1992
32,15,19,Eric Bachelart,Royal Oak Charcoal,Lola/Buick,Engine,4,0,"$144,228",1992
33,1,36,Roberto Guerrero,Quaker State,Lola/Buick,Accident,0,0,"$286,378",1992
1,9,4,Emerson Fittipaldi,Marlboro,Penske/Chevrolet Indy C,157.207,200,16,"$1,155,304",1993
2,1,10,Arie Luyendyk,Target/Scotch Video,Lola/Ford Cosworth XB,157.168,200,14,"$681,303",1993
3,8,5,Nigel Mansell,Kmart/Texaco Havoline,Lola/Ford Cosworth XB,157.149,200,34,"$391,203",1993
4,3,9,Raul Boesel,Duracell/Mobil 1/Sadia,Lola/Ford Cosworth XB,157.142,200,18,"$317,903",1993
5,2,6,Mario Andretti,Kmart/Texaco Havoline,Lola/Ford Cosworth XB,157.133,200,72,"$313,953",1993
6,11,22,Scott Brayton,Amway/Byrd's Cafeteria,Lola/Ford Cosworth XB,157.117,200,0,"$248,253",1993
7,4,2,Scott Goodyear,Mackenzie Financial,Lola/Ford Cosworth XB,157.099,200,5,"$234,953",1993
8,5,3,Al Unser Jr.,Valvoline,Lola/Chevrolet Indy C,157.07,200,17,"$243,253",1993
9,17,8,Teo Fabi,Pennzoil,Lola/Chevrolet Indy C,156.968,200,0,"$206,703",1993
10,24,84,John Andretti,Copenhagen/Marmon Group,Lola/Ford Cosworth XB,156.964,200,2,"$228,303",1993
11,6,16,Stefan Johansson,AMAX Energy & Metals,Penske/Chevrolet Indy C,Running,199,0,"$186,020",1993
12,23,80,Al Unser,Budweiser King,Lola/Chevrolet Indy C,Running,199,15,"$194,870",1993
13,19,18,Jimmy Vasser,Kodalux/STP,Lola/Ford Cosworth XB,Running,198,0,"$188,003",1993
14,14,11,Kevin Cogan,Conseco,Lola/Chevrolet Indy C,Running,198,4,"$180,603",1993
15,28,50,Davy Jones,Agip/Andrea Moda/Marcelo,Lola/Chevrolet Indy A,Running,197,0,"$166,003",1993
16,33,59,Eddie Cheever Jr.,Glidden/Menard/Quorum,Lola/Buick,Running,197,0,"$184,403",1993
17,18,51,Gary Bettenhausen,Glidden Paints,Lola/Menard,Running,197,0,"$155,053",1993
18,26,15,Hiro Matsushita,Panasonic,Lola/Ford Cosworth XB,Running,197,0,"$157,503",1993
19,15,36,Stephan Gregoire,Formula Project/Maalox,Lola/Buick,Running,195,1,"$189,603",1993
20,22,76,Tony Bettenhausen Jr.,AMAX Energy & Metals,Penske/Chevrolet Indy C,Running,195,0,"$151,069",1993
21,30,75,Willy T. Ribbs,Cosby/Service Merchandise,Lola/Ford Cosworth XB,Running,194,0,"$146,653",1993
22,32,92,Didier Theys,Kinko's/Delta Faucet,Lola/Buick,Running,193,0,"$176,053",1993
23,27,66,Dominic Dobson,Coors Light/Indy Parks,Galmer/Chevrolet Indy A,Running,193,0,"$146,203",1993
24,31,60,Jim Crawford,Budweiser King,Lola/Chevrolet Indy C,Running,192,0,"$148,270",1993
25,21,90,Lyn St. James,JCPenney/Nike/Amer. Woman,Lola/Ford Cosworth XB,Stalled,176,0,"$146,403",1993
26,29,27,Geoff Brabham,Glidden/Menard,Lola/Menard,Engine,174,0,"$139,203",1993
27,25,41,Robby Gordon,Copenhagen/Foyt,Lola/Ford Cosworth XB,Gearbox,165,2,"$155,453",1993
28,10,40,Roberto Guerrero,Budweiser King,Lola/Chevrolet Indy C,Accident,125,0,"$137,303",1993
29,16,21,Jeff Andretti,Interstate Batt/Gillette/Taesa,Lola/Buick,Accident,124,0,"$154,370",1993
30,7,12,Paul Tracy,Marlboro,Penske/Chevrolet Indy C,Accident,94,0,"$136,003",1993
31,20,91,Stan Fox,Delta Faucet-Jacks Tool Rental,Lola/Buick,Engine,64,0,"$136,703",1993
32,13,77,Nelson Piquet,ARISCO/STP,Lola/Menard,Engine,38,0,"$137,219",1993
33,12,7,Danny Sullivan,Molson,Lola/Chevrolet Indy C,Accident,29,0,"$137,203",1993
1,1,31,Al Unser Jr.,Marlboro Penske,Penske/Mercedes Benz,160.872,200,48,"$1,373,813",1994
2,4,12,Jacques Villeneuve,Player's Ltd.,Reynard/Ford Cosworth XB,160.749,200,7,"$622,713",1994
3,28,4,Bobby Rahal,Miller Genuine Draft,Penske/Ilmor D,Running,199,0,"$411,163",1994
4,16,18,Jimmy Vasser,Conseco/STP,Reynard/Ford Cosworth XB,Running,199,0,"$295,163",1994
5,19,9,Robby Gordon,Valvoline/Cummins,Lola/Ford Cosworth XB,Running,199,0,"$227,563",1994
6,5,8,Michael Andretti,Target/Scotch Video,Reynard/Ford Cosworth XB,Running,198,0,"$245,563",1994
7,24,11,Teo Fabi,Pennzoil,Reynard/Ilmor D,Running,198,0,"$216,563",1994
8,11,27,Eddie Cheever Jr.,Quaker State,Lola/Menard,Running,197,0,"$238,563",1994
9,22,14,Bryan Herta,AJ Foyt/Copenhagen,Lola/Ford Cosworth XB,Running,197,0,"$212,213",1994
10,10,33,John Andretti,Byrd's Cafeteria/Bryant,Lola/Ford Cosworth XB,Running,196,0,"$191,750",1994
11,29,88,Mauricio Gugelmin,Hollywood,Reynard/Ford Cosworth XB,Running,196,0,"$182,063",1994
12,21,19,Brian Till,The Mi-Jack Car,Lola/Ford Cosworth XB,Running,194,0,"$180,763",1994
13,13,91,Stan Fox,Delta Faucet-Jacks Tools,Reynard/Ford Cosworth XB,Accident,193,0,"$186,313",1994
14,18,22,Hiro Matsushita,Panasonic/Duskin,Lola/Ford Cosworth XB,Running,193,0,"$177,013",1994
15,27,16,Stefan Johansson,Alumax Aluminum,Penske/Ilmor D,Running,192,0,"$164,113",1994
16,17,71,Scott Sharp,PacWest,Lola/Ford Cosworth XB,Running,186,0,"$161,663",1994
17,3,2,Emerson Fittipaldi,Marlboro Penske,Penske/Mercedes Benz,Accident,184,145,"$298,163",1994
18,8,28,Arie Luyendyk,Indy Regency Racing,Lola/Ilmor D,Engine,179,0,"$161,412",1994
19,6,90,Lyn St. James,Spirit of American Woman/JC Penney,Lola/Ford Cosworth XB,Running,170,0,"$161,212",1994
20,23,59,Scott Brayton,Glidden Paints,Lola/Menard,Engine,116,0,"$177,112",1994
21,2,5,Raul Boesel,Duracell Charger,Lola/Ford Cosworth XB,Water Pump,100,0,"$173,112",1994
22,7,1,Nigel Mansell,Kmart/Texaco/Havoline,Lola/Ford Cosworth XB,Accident,92,0,"$153,312",1994
23,25,3,Paul Tracy,Marlboro Penske,Penske/Mercedes Benz,Turbo,92,0,"$151,612",1994
24,14,99,Hideshi Matsuda,Beck Motorsports,Lola/Ford Cosworth XB,Accident,90,0,"$150,362",1994
25,30,45,John Paul Jr.,Pro Formance Team Losi,Lola/Ilmor D,Accident,89,0,"$168,812",1994
26,15,79,Dennis Vitolo,Hooligans/Carlo,Lola/Ford Cosworth XB,Accident,89,0,"$143,862",1994
